kommun_kod,kommun_namn,email,role,forvaltning_namn,source_url,found_via
0123,Järfälla,familjerattsnamnden.jarfalla.upplands-bro@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,kommunstyrelsen@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,kultur.demokrati.fritidsnamnden@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,miljo.och.bygglovsnamnden@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,socialnamnden@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,aldrenamnden@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,mndenaldrenamnden@jarfalla.se,utbildning,Utbildningsnämnden,http://www.jarfalla.se/kontaktinfo/servicecenter/skrivtilloss.4.66bc235b14a5ecdf291cdeec.html,contact_page
0123,Järfälla,lisa.ringbom.axner@jarfalla.se,other,Kommun­styrelse­förvaltningen,http://www.jarfalla.se/kommunochpolitik/forvaltningarochtjanstemannaorganisation.4.640dac6b1300db73e7c800022040.html,contact_page
0123,Järfälla,happy.arenvall.hilmarsdottir@jarfalla.se,other,Kommun­styrelse­förvaltningen,http://www.jarfalla.se/kommunochpolitik/forvaltningarochtjanstemannaorganisation.4.640dac6b1300db73e7c800022040.html,contact_page
0123,Järfälla,anna.waldman.haapaniemi@jarfalla.se,other,Kommun­styrelse­förvaltningen,http://www.jarfalla.se/kommunochpolitik/forvaltningarochtjanstemannaorganisation.4.640dac6b1300db73e7c800022040.html,contact_page
0123,Järfälla,amanda.touman.redstorm@jarfalla.se,other,Kommun­styrelse­förvaltningen,http://www.jarfalla.se/kommunochpolitik/forvaltningarochtjanstemannaorganisation.4.640dac6b1300db73e7c800022040.html,contact_page
0125,Ekerö,info@ekero.se,central,,http://www.ekero.se/,contact_page
0125,Ekerö,itsupport@ekero.se,other,,http://www.ekero.se/kommun-politik/kontakta-oss/information-till-fortroendevalda,contact_page
0125,Ekerö,kommunarkivet@ekero.se,central,,http://www.ekero.se/kommun-politik/moten-handlingar--protokoll/diarium-arkiv-och-sekretess,contact_page
0125,Ekerö,bounamnden@ekero.se,utbildning,Barn- och utbildningsnämnden,http://www.ekero.se/kommun-politik/politik-och-demokrati/namnder/barn--och-utbildningsnamnden,contact_page
0125,Ekerö,buf@ekero.se,utbildning,Personuppgifter barn- och utbildningsförvaltningen,http://www.ekero.se/kommun-politik/om-webbplatsen/personuppgifter-gdpr/personuppgifter-barn--och-utbildningsforvaltningen,contact_page
0125,Ekerö,dataskydd@ekero.se,utbildning,Personuppgifter barn- och utbildningsförvaltningen,http://www.ekero.se/kommun-politik/om-webbplatsen/personuppgifter-gdpr/personuppgifter-barn--och-utbildningsforvaltningen,contact_page
0126,Huddinge,servicecenter@huddinge.se,central,,https://www.huddinge.se/,pattern_match
0126,Huddinge,kommunikation@huddinge.se,other,,https://www.huddinge.se/organisation-och-styrning/nyheter-press-och-webb-tv/pressrum,contact_page
0126,Huddinge,barn-utbildning@huddinge.se,utbildning,,https://www.huddinge.se/organisation-och-styrning/ansvar-och-organisation/behandling-av-personuppgifter-enligt-gdpr,contact_page
0126,Huddinge,ksf.registrator@huddinge.se,central,,https://www.huddinge.se/organisation-och-styrning/ansvar-och-organisation/behandling-av-personuppgifter-enligt-gdpr,contact_page
0127,Botkyrka,medborgarcenter@botkyrka.se,other,,http://www.botkyrka.se/,pattern_match
0127,Botkyrka,upphandling@botkyrka.se,upphandling,,http://www.botkyrka.se/naringsliv-och-foretag/upphandlingar-och-inkop,contact_page
0127,Botkyrka,it-support@botkyrka.se,vuxenutbildning,,http://www.botkyrka.se/jobb-och-vuxenutbildning/jobba-hos-oss/vara-verksamheter/vard--och-omsorgsforvaltningen/timvikarie-hos-vard--och-omsorgsforvaltningen,contact_page
0127,Botkyrka,sbf@botkyrka.se,vuxenutbildning,Samhällsbyggnads-förvaltningen,http://www.botkyrka.se/jobb-och-vuxenutbildning/jobba-hos-oss/vara-verksamheter/samhallsbyggnadsforvaltningen,contact_page
0127,Botkyrka,ods@botkyrka.se,vuxenutbildning,,http://www.botkyrka.se/jobb-och-vuxenutbildning/jobba-hos-oss/vara-verksamheter/samhallsbyggnadsforvaltningen/vill-du-bli-en-digital-pionjar,contact_page
0128,Salem,info@salem.se,central,,http://www.salem.se/,contact_page
0128,Salem,kommunikation@salem.se,other,,http://www.salem.se/kommunochpolitik/press/pressochgrafiskmanual.4.7f96211d191cfb9f1ee3d1b2.html,contact_page
0128,Salem,kommunikationsenhetenkommunikation@salem.se,other,,http://www.salem.se/kommunochpolitik/press/pressochgrafiskmanual.4.7f96211d191cfb9f1ee3d1b2.html,contact_page
0128,Salem,kommunsekreterarekommunstyrelsenksf@salem.se,other,,http://www.salem.se/kommunochpolitik/kommunensorganisation/kommunstyrelsen.4.566cf51e192955939b2ded2.html,contact_page
0128,Salem,bou@salem.se,utbildning,Barn- och utbildningsnämnden,http://www.salem.se/kommunochpolitik/kommunensorganisation/namnder/barnochutbildningsnamnden.4.566cf51e192955939b2df0a.html,contact_page
0128,Salem,mndenbou@salem.se,utbildning,Barn- och utbildningsnämnden,http://www.salem.se/kommunochpolitik/kommunensorganisation/namnder/barnochutbildningsnamnden.4.566cf51e192955939b2df0a.html,contact_page
0136,Haninge,gymnasieocharbetsmarknad@haninge.se,other,,http://www.haninge.se/kontakta-oss/,contact_page
0136,Haninge,inkop@haninge.se,upphandling,,http://www.haninge.se/kommun-och-politik/politik-och-organisation/ekonomi-och-budget/faktura-och-rakning/,contact_page
0136,Haninge,kansliet@haninge.se,other,,http://www.haninge.se/kommun-och-politik/politik-och-organisation/organisation/politikerportal/,contact_page
0136,Haninge,utbildningsforvaltningen@haninge.se,utbildning,Kommunstyrelsen och nämnder,http://www.haninge.se/kommun-och-politik/politik-och-organisation/organisation/kommunstyrelsen-och-namnder/,contact_page
0136,Haninge,barnochutbildning@haninge.se,utbildning,Förvaltningar,http://www.haninge.se/kommun-och-politik/politik-och-organisation/organisation/forvaltningar/,contact_page
0136,Haninge,registratorhaningekommun@haninge.se,other,Förvaltningar,http://www.haninge.se/kommun-och-politik/politik-och-organisation/organisation/forvaltningar/,contact_page
0138,Tyresö,kommun@tyreso.se,central,,https://www.tyreso.se/,pattern_match
0138,Tyresö,kommunikation@tyreso.se,other,,https://www.tyreso.se/kontakt-och-oppettider.html,contact_page
0138,Tyresö,servicecenter@tyreso.se,central,,https://www.tyreso.se/kontakt-och-oppettider/servicecenters-oppettider---dag-fore-rod-dag-afton.html,contact_page
0138,Tyresö,kommunkansli@tyreso.se,other,,https://www.tyreso.se/organisation--styrning/styrning-och-uppfoljning/lagar-och-styrdokument/offentlighetsprincipen-och-sekretess.html,contact_page
0139,Upplands-Bro,kommun@upplands-bro.se,central,,https://www.upplands-bro.se/,contact_page
0139,Upplands-Bro,katarina.schierenbeckljungqvist@upplands-bro.se,utbildning,Utbildningsnämnden,https://www.upplands-bro.se/kommun-och-politik/politik-och-demokrati/namnder/utbildningsnamnden.html,contact_page
0139,Upplands-Bro,ekonomi.fragor@upplands-bro.se,other,,https://www.upplands-bro.se/foretagare-och-naringsliv/upphandling.html,contact_page
0139,Upplands-Bro,vux@upplands-bro.se,vuxenutbildning,,https://www.upplands-bro.se/forskola-och-skola/vuxenutbildning/kontakta-vuxenutbildningen.html,contact_page
0139,Upplands-Bro,specvux@upplands-bro.se,vuxenutbildning,,https://www.upplands-bro.se/forskola-och-skola/vuxenutbildning/kontakta-vuxenutbildningen.html,contact_page
0139,Upplands-Bro,auktorisation@upplands-bro.se,vuxenutbildning,,https://www.upplands-bro.se/forskola-och-skola/vuxenutbildning/kontakta-vuxenutbildningen.html,contact_page
0140,Nykvarn,kommun@nykvarn.se,central,Finskt förvaltningsområde,http://www.nykvarn.se/,pattern_match
0160,Täby,redovisning@taby.se,other,,http://www.taby.se/naringsliv-och-arbete/etablera-utveckla-och-upphandla/inkop-och-upphandling/faktura-till-taby-kommun,contact_page
0160,Täby,upphandlingen@taby.se,other,,http://www.taby.se/naringsliv-och-arbete/etablera-utveckla-och-upphandla/inkop-och-upphandling,contact_page
0163,Sollentuna,kontaktcenter@sollentuna.se,central,,https://www.sollentuna.se/,pattern_match
0163,Sollentuna,kontaktcenter-foretag@sollentuna.se,other,,https://www.sollentuna.se/valkommen-till-sollentuna-kommun/,contact_page
0163,Sollentuna,e-post.kontaktcenter-foretag@sollentuna.se,other,,https://www.sollentuna.se/valkommen-till-sollentuna-kommun/,contact_page
0163,Sollentuna,magnus.nyberg.blixt@sollentuna.se,utbildning,Utbildningsnämnden,https://www.sollentuna.se/kommun--politik/sa-styrs-sollentuna/kommunens-organisation/Namnder/utbildningsnamnden/,contact_page
0163,Sollentuna,proceedosupport@sollentuna.se,other,,https://www.sollentuna.se/jobb--foretagande/upphandling-och-inkop/fakturering/,contact_page
0181,Södertälje,kontaktcenter@sodertalje.se,central,,http://www.sodertalje.se/,contact_page
0181,Södertälje,sodertalje.kommun@sodertalje.se,central,,http://www.sodertalje.se/,contact_page
0182,Nacka,info@nacka.se,central,,https://www.nacka.se/,pattern_match
0182,Nacka,registrator@nacka.se,central,,https://www.nacka.se/kommun--politik/kontakta-oss/,contact_page
0182,Nacka,nackainkop@nacka.se,other,,https://www.nacka.se/medarbetare/inkop-och-upphandling/kontakta-inkop-och-upphandling/,contact_page
0183,Sundbyberg,kommunstyrelsen@sundbyberg.se,central,,http://www.sundbyberg.se/kommun-och-politik/kontakta-oss,contact_page
0183,Sundbyberg,servicecenter@sundbyberg.se,central,,http://www.sundbyberg.se/kommun-och-politik/kontakta-oss/felanmalan,contact_page
0183,Sundbyberg,forskolenamnden@sundbyberg.se,utbildning,Kontakta till Sundbybergs stads nämnder,http://www.sundbyberg.se/kommun-och-politik/kontakta-oss/kontakta-till-sundbybergs-stads-namnder,contact_page
0184,Solna,kommunikation@solna.se,other,,https://www.solna.se/om-solna-stad/kontakt-och-kommunikation/grafisk-profil,pattern_match
0187,Vaxholm,kansliet@vaxholm.se,other,,http://www.vaxholm.se/,contact_page
0187,Vaxholm,utbildning@vaxholm.se,utbildning,Kontakta förvaltningar,http://www.vaxholm.se/kommun--politik/kontakter-vaxholms-stad,contact_page
0188,Norrtälje,kontaktcenter@norrtalje.se,central,,http://www.norrtalje.se/,pattern_match
0188,Norrtälje,registrator.sjukvardomsorg@norrtalje.se,central,,http://www.norrtalje.se/info/kommun-och-politik/kontakt/kontaktcenter/,contact_page
0188,Norrtälje,kommunikation@norrtalje.se,other,,http://www.norrtalje.se/info/kommun-och-politik/kontakt/press-och-media/,contact_page
0188,Norrtälje,kommunikationsavdelningen@norrtalje.se,other,,http://www.norrtalje.se/info/kommun-och-politik/kontakt/sociala-medier/,contact_page
0191,Sigtuna,kontaktcenter@sigtuna.se,central,,http://www.sigtuna.se/kontakta-oss.html,contact_page
0192,Nynäshamn,kontaktcenter@nynashamn.se,central,,http://www.nynashamn.se/,contact_page
0192,Nynäshamn,kommunstyrelsen@nynashamn.se,central,,http://www.nynashamn.se/service/organisation--styrning/politik-och-organisation/kommunfullmaktige/webbsandning-av-kommunfullmaktige,contact_page
0192,Nynäshamn,kommunikation@nynashamn.se,other,,http://www.nynashamn.se/service/organisation--styrning/kontakta-oss,contact_page
0192,Nynäshamn,upphandling@nynashamn.se,upphandling,,http://www.nynashamn.se/service/naringsliv--foretagande/upphandling-och-inkop,contact_page
0305,Håbo,kommun@habo.se,central,,http://www.habo.se/,contact_page
0319,Älvkarleby,kommun@alvkarleby.se,central,,http://www.alvkarleby.se/,pattern_match
0319,Älvkarleby,upphandling@alvkarleby.se,upphandling,,http://www.alvkarleby.se/naringsliv-och-arbete/upphandling-och-inkop.html,contact_page
0319,Älvkarleby,utbildningsnamnden@alvkarleby.se,utbildning,,http://www.alvkarleby.se/kommun-och-politik/beslut-insyn-och-rattssakerhet/hantering-av-personuppgifter.html,contact_page
0330,Knivsta,knivsta@knivsta.se,central,,http://www.knivsta.se/,pattern_match
0330,Knivsta,vuxenutbildning@knivsta.se,vuxenutbildning,,http://www.knivsta.se/forskola-och-skola/vuxenutbildning/kontakta-vuxenutbildningen,contact_page
0330,Knivsta,upphandling@knivsta.se,upphandling,,http://www.knivsta.se/jobb-och-naringsliv/upphandling-och-inkop,contact_page
0331,Heby,information@heby.se,other,,http://www.heby.se/,contact_page
0331,Heby,petterssonberedskapssamordnarealva.pettersson@heby.se,other,Förvaltningar och verksamhet,http://www.heby.se/organisation-plats-och-politik/kommunens-organisation/forvaltningar-och-verksamhet,contact_page
0331,Heby,kostchef0224-36174mikael.sandin@heby.se,other,Förvaltningar och verksamhet,http://www.heby.se/organisation-plats-och-politik/kommunens-organisation/forvaltningar-och-verksamhet,contact_page
0331,Heby,nd0224-36087mauro.pliscovaz@heby.se,other,Förvaltningar och verksamhet,http://www.heby.se/organisation-plats-och-politik/kommunens-organisation/forvaltningar-och-verksamhet,contact_page
0331,Heby,ewa.westling.olzon@heby.se,other,Vård- och omsorgsnämnden,http://www.heby.se/organisation-plats-och-politik/demokrati-dialog-och-inflytande/hitta-din-politiker,contact_page
0331,Heby,maria.flink.opoku@heby.se,other,Vård- och omsorgsnämnden,http://www.heby.se/organisation-plats-och-politik/demokrati-dialog-och-inflytande/hitta-din-politiker,contact_page
0331,Heby,patrik.spanning.vesterlund@heby.se,other,Vård- och omsorgsnämnden,http://www.heby.se/organisation-plats-och-politik/demokrati-dialog-och-inflytande/hitta-din-politiker,contact_page
0360,Tierp,medborgarservice@tierp.se,central,,https://www.tierp.se/tierp.se/kommun-och-politik/kommunfakta/dina-rattigheter-som-nationell-minoritet/finskt-forvaltningsomrade/suomen-kielen-hallintoalue.html,contact_page
0360,Tierp,kommunstyrelsen@tierp.se,central,,https://www.tierp.se/tierp.se/kommun-och-politik/kommunens-organisation/kommunstyrelsen.html,contact_page
0380,Uppsala,uppsala.kommun@uppsala.se,central,,http://www.uppsala.se/,pattern_match
0380,Uppsala,upphandling@uppsala.se,upphandling,,http://www.uppsala.se/foretag-och-naringsliv/upphandling-och-leverantor/,contact_page
0380,Uppsala,godkannandehuvudmanubf@uppsala.se,other,,http://www.uppsala.se/foretag-och-naringsliv/upphandling-och-leverantor/starta-forskola/,contact_page
0380,Uppsala,omsorgsresor@uppsala.se,other,,http://www.uppsala.se/foretag-och-naringsliv/upphandling-och-leverantor/valfrihetssystemen-bli-utforare/bli-utforare-av-daglig-verksamhet/,contact_page
0380,Uppsala,dagligverksamhet@uppsala.se,other,,http://www.uppsala.se/foretag-och-naringsliv/upphandling-och-leverantor/valfrihetssystemen-bli-utforare/bli-utforare-av-daglig-verksamhet/,contact_page
0380,Uppsala,lov@uppsala.se,other,,http://www.uppsala.se/foretag-och-naringsliv/upphandling-och-leverantor/valfrihetssystemen-bli-utforare/bli-utforare-av-vard-och-omsorgsboende/,contact_page
0380,Uppsala,kommunledningskontoret@uppsala.se,other,,http://www.uppsala.se/kommun-och-politik/organisation/ledning/kommunfullmaktige/,contact_page
0380,Uppsala,kommunrevisionen@uppsala.se,other,,http://www.uppsala.se/kommun-och-politik/organisation/ledning/kommunfullmaktige/kommunrevisionen/,contact_page
0380,Uppsala,utbildningsforvaltningen@uppsala.se,utbildning,Kontaktuppgifter till kommunens nämnder,http://www.uppsala.se/kommun-och-politik/arkiv-och-allmanna-handlingar/allmanna-handlingar-och-diarium/,contact_page
0381,Enköping,kommunen@enkoping.se,central,,https://enkoping.se/kontakt/mejla-till-kommunen.html,contact_page
0382,Östhammar,kommunstyrelsen@osthammar.se,central,,http://www.osthammar.se/organisation/namnd/kommunfullmaktige/,contact_page
0382,Östhammar,kommunikation@osthammar.se,other,,http://www.osthammar.se/kommunpolitik/kommunen/organisation/forvaltning/kommunledningskontoret/kommunikation-och-kundtjanst/,contact_page
0428,Vingåker,kommun@vingaker.se,central,,http://www.vingaker.se/,contact_page
0461,Gnesta,gnesta.kommun@gnesta.se,central,,http://www.gnesta.se/,pattern_match
0480,Nyköping,kundservice@nykoping.se,other,,https://nykoping.se/,pattern_match
0480,Nyköping,kommun@nykoping.se,central,,https://nykoping.se/kommun--politik/hallbar-utveckling-i-nykopings-kommun/program-for-effektiv-organisation/,contact_page
0480,Nyköping,registrator.klk@nykoping.se,central,,https://nykoping.se/kommun--politik/arenden-och-handlingar/diarium/,contact_page
0480,Nyköping,upphandling@nykoping.se,upphandling,,https://nykoping.se/naringsliv--arbete/upphandling-och-inkop/,contact_page
0480,Nyköping,info.kommunfastigheter@nykoping.se,other,,https://nykoping.se/kommun--politik/sa-styrs-kommunen/kontakta-kommunen/,contact_page
0480,Nyköping,infomaster@nykoping.se,other,,https://nykoping.se/kommun--politik/sa-styrs-kommunen/kontakta-kommunen/,contact_page
0481,Oxelösund,kommun@oxelosund.se,central,,http://www.oxelosund.se/,contact_page
0482,Flen,kontaktcenter@flen.se,central,,https://flen.se/kontakt,contact_page
0482,Flen,kommunikation@flen.se,other,,https://flen.se/kontaktcenter,contact_page
0483,Katrineholm,kommunen@katrineholm.se,central,,https://www.katrineholm.se/,pattern_match
0483,Katrineholm,kontaktcenter@katrineholm.se,central,Bildnings- och arbetsmarknadsförvaltningen,https://www.katrineholm.se/kommun-och-politik/kontakta-oss.html,contact_page
0483,Katrineholm,kommunledningsforvaltning@katrineholm.se,other,Bildnings- och arbetsmarknadsförvaltningen,https://www.katrineholm.se/kommun-och-politik/kontakta-oss.html,contact_page
0483,Katrineholm,supportekonomiochinkop@katrineholm.se,other,,https://www.katrineholm.se/foretag-och-naringsliv/upphandling-och-inkop/skicka-faktura-till-kommunen.html,contact_page
0484,Eskilstuna,info@eskilstuna.se,central,,http://www.eskilstuna.se/,pattern_match
0484,Eskilstuna,kommunledningskontor@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,arbetsmarknads-vuxenutbildningsforvaltningen@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,barn-utbildningsforvaltningen@eskilstuna.se,utbildning,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,kultur-fritidsforvaltningen@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,samhallsbyggnad@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,serviceforvaltningen@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,socialforvaltningen@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,torshalla-stads-namnd@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,valnamnden@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,vard-omsorgsforvaltningen@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0484,Eskilstuna,overformyndarkontoret@eskilstuna.se,other,Kontaktuppgifter till nämndernas förvaltningar,http://www.eskilstuna.se/kommun-och-politik/ta-del-av-beslut/diarium/namndernas-forvaltningar,contact_page
0486,Strängnäs,kontaktcenter@strangnas.se,central,,https://www.strangnas.se/,pattern_match
0486,Strängnäs,vuxen@strangnas.se,other,,https://www.strangnas.se/kontakt,contact_page
0486,Strängnäs,fakturacentralen@strangnas.se,other,,https://www.strangnas.se/arbete-och-foretagande/upphandling-och-inkop/e-handel-e-faktura,contact_page
0486,Strängnäs,inkop@strangnas.se,upphandling,,https://www.strangnas.se/arbete-och-foretagande/upphandling-och-inkop/e-handel-e-faktura,contact_page
0486,Strängnäs,kommun@strangnas.se,central,,https://www.strangnas.se/kommun-och-politik/overklaga-beslut-rattssakerhet/personuppgifter-i-strangnas-kommun,contact_page
0486,Strängnäs,kommunstyrelsen@strangnas.se,central,,https://www.strangnas.se/kommun-och-politik/kommunens-organisation/kommunstyrelsen,contact_page
0488,Trosa,trosa@trosa.se,central,,https://www.trosa.se/,pattern_match
0488,Trosa,upphandling@trosa.se,upphandling,,https://www.trosa.se/foretagande-och-arbete/upphandling/,contact_page
0509,Ödeshög,kommun@odeshog.se,central,,http://www.odeshog.se/,pattern_match
0509,Ödeshög,barnochutbildningsnamnden@odeshog.se,utbildning,Barn- och utbildningsnämnden,http://www.odeshog.se/kommunochpolitik/kommunensorganisation/namnder/barnochutbildningsnamnden.4.78ae827d1605526e94b61825.html,contact_page
0509,Ödeshög,rvaltningenbarnochutbildningsnamnden@odeshog.se,other,Kontakta bildningsförvaltningen,http://www.odeshog.se/kommunochpolitik/kontaktaoss/kontaktabildningsforvaltningen.106.3318e6f4194ac9ecf0bb3e0.html,contact_page
0509,Ödeshög,skolskjutssamordnarebarnochutbildningsnamnden@odeshog.se,other,Kontakta bildningsförvaltningen,http://www.odeshog.se/kommunochpolitik/kontaktaoss/kontaktabildningsforvaltningen.106.3318e6f4194ac9ecf0bb3e0.html,contact_page
0509,Ödeshög,aiv@odeshog.se,other,Kontakta kommunledningsförvaltningen,http://www.odeshog.se/kommunochpolitik/kontaktaoss/kontaktakommunledningsforvaltningen.106.3318e6f4194ac9ecf0bb409.html,contact_page
0509,Ödeshög,kommunstyrelsen@odeshog.se,utbildning,Behandling av personuppgifter - Barn- och utbildningsnämnden,http://www.odeshog.se/kommunochpolitik/personuppgifterochdataskydd/behandlingavpersonuppgifterikommunen/behandlingavpersonuppgifterbarnochutbildningsnamnden.4.6a91930d17cbcc51c6d216d0.html,contact_page
0512,Ydre,ydre.kommun@ydre.se,central,,http://www.ydre.se/,contact_page
0513,Kinda,kinda@kinda.se,central,,http://www.kinda.se/,contact_page
0513,Kinda,upphandling-inkop@kinda.se,other,,http://www.kinda.se/kommunochpolitik/upphandlingochinkop.4.590ab7dd19c88eb9a378234b.html,contact_page
0513,Kinda,ekonomi@kinda.se,other,,http://www.kinda.se/kommunochpolitik/upphandlingochinkop/fakturatillkindakommun.106.6fd7474419c891adb54e0071.html,contact_page
0513,Kinda,kontaktcenter@kinda.se,central,,http://www.kinda.se/naringslivocharbete/naringsliv/kontaktaoss.4.4e22b7941927054aecb35e.html,contact_page
0560,Boxholm,kommun@boxholm.se,central,,http://www.boxholm.se/,pattern_match
0560,Boxholm,barnochutbildning@boxholm.se,utbildning,Förvaltningskontor,http://www.boxholm.se/kommun-och-politik/om-boxholm/kontakta-oss/kontakta-barn--och-utbildningsforvaltningen,contact_page
0560,Boxholm,kommunikation@boxholm.se,other,,http://www.boxholm.se/kommun-och-politik/om-boxholm/kontakta-oss/kontakta-kommunstyrelsekontoret,contact_page
0560,Boxholm,vuxenmottagning@boxholm.se,other,Kontakta socialförvaltningen,http://www.boxholm.se/kommun-och-politik/om-boxholm/kontakta-oss/kontakta-socialforvaltningen,contact_page
0561,Åtvidaberg,kontakt@atvidaberg.se,central,,http://www.atvidaberg.se/,pattern_match
0561,Åtvidaberg,kommun@atvidaberg.se,central,,http://www.atvidaberg.se/kommun-och-politik/diarium-arkiv-och-sekretess,contact_page
0561,Åtvidaberg,kompetenscenter@atvidaberg.se,utbildning,Kontakta utbildnings­förvaltningen,http://www.atvidaberg.se/kommun-och-politik/kontakt/kontakta-utbildningsforvaltningen,contact_page
0561,Åtvidaberg,skolskjuts@atvidaberg.se,utbildning,Kontakta utbildnings­förvaltningen,http://www.atvidaberg.se/kommun-och-politik/kontakt/kontakta-utbildningsforvaltningen,contact_page
